Gamme;Nom;Laboratoire;cip7;cip13;EAN;Prix;Remise client;Prix remisé;Quantité minimum;Quantité par multiple
SHAMPOOING;Usage fréquent BIO Fl/500ml;AVRIL COSMETIQUE BIO;;;3662217016013;7.61;29;5.4000;1.0000;0.0000
MAQUILLAGE;Mascara haute définition noir BIO Fl/7,5ml;AVRIL COSMETIQUE BIO;;;3662217017126;6.77;30;4.7400;1.0000;0.0000
SOIN VISAGE;Sérum apaisant BIO Fl pompe/30ml;AVRIL COSMETIQUE BIO;;;3662217017430;7.61;29;5.4000;1.0000;0.0000
SHAMPOOING;Doux BIO Fl/500ml;AVRIL COSMETIQUE BIO;;;3662217015481;10.15;29;7.2100;1.0000;0.0000
SHAMPOOING;Purifiant BIO Fl/500ml;AVRIL COSMETIQUE BIO;;;3662217016006;7.61;29;5.4000;1.0000;0.0000
SHAMPOOING;Anti-pelliculaire BIO Fl/500ml;AVRIL COSMETIQUE BIO;;;3662217015528;9.31;29;6.6100;1.0000;0.0000
TEST COVID 19;Test Antigénique Sejoy autotest Bte/25;COVID-19;;;6939663977104;60;76.67;13.9980;1.0000;25.0000
PURESSENTIEL BIEN ETRE;Roller mal des transports Fl/5ml;PURESSENTIEL;;;3701056804624;8.8;30;6.1600;1.0000;0.0000
PURESSENTIEL BIEN ETRE;Roller Migra Pure Fl/10ml;PURESSENTIEL;6364147;;3701056804754;12.29;30;8.6000;1.0000;0.0000
SAFORELLE ESSENTIAL;(DLC 8 MOIS) Soin lavant intime apaisant Recharge à reconstituer;BIOCODEX (IPRAD);;;3700399102817;8.87;15;4.4350;1.0000;0.0000
SAFORELLE ESSENTIAL;(DLC 8 MOIS) Soin lavant intime hydratant Recharge à reconstituer;BIOCODEX (IPRAD);;;3700399102794;8.87;15;4.4350;1.0000;0.0000
HYDRALIN GYN;Crème gel apaisante Tube/35g;BAYER CONSUMER HEALTH;;;3534510001679;8.27;14;7.1100;1.0000;0.0000
HYDRALIN QUOTIDIEN;Gel lavant Eco-recharge/400ml;BAYER CONSUMER HEALTH;;;3534510001464;9.64;14;8.2900;1.0000;0.0000
AGINAX;Cysticheck Bte/25;BIOGYNE;;;3770013529719;147.5;73;39.8300;1.0000;0.0000
AGINAX;Huile lavante Fl/200ml;BIOGYNE;;;3401570216957;6.8;30;4.7600;1.0000;0.0000
AGINAX;RUPTURE LABO (INDETERMINEE) Huile lavante Fl/100ml;BIOGYNE;;;3770013529511;3.8;30;2.6600;1.0000;0.0000
AGINAX;Crème Tube/30ml;BIOGYNE;;;3401566983849;7.2;30;5.0400;1.0000;0.0000
DEXERYL;Crème Tube/250g;PIERRE FABRE MEDICAL CARE;;3573994006589;3573994006589;6;15;5.1000;1.0000;0.0000
MAINS ET PIEDS;Râpe pieds 1 avec face manche blanc;PARISAX;;;3700155347766;1.82;17;1.5100;1.0000;0.0000
VISAGE;Pince à épiler inox cobalt oblique blanc;PARISAX;;;3700155315949;5;17;4.1500;1.0000;0.0000
VISAGE;Pince à épiler pro bleue;PARISAX;;;3700155346967;3.06;17;2.5400;1.0000;0.0000
VISAGE;Pince à épiler pro rose;PARISAX;;;3700155346974;3.06;17;2.5400;1.0000;0.0000
PURESSENTIEL BIEN ETRE;Roller Migra Pure Fl/5ml;PURESSENTIEL;6364146;;3701056804747;8.53;30;5.9700;1.0000;0.0000
PURESSENTIEL RESPIRATOIRE;Comprimés toux à sucer Bte/24;PURESSENTIEL;6362758;;8595610406844;9.98;30;6.9900;1.0000;0.0000
PURESSENTIEL RESPIRATOIRE;Spray nasal sinus express Fl/15ml;PURESSENTIEL;6364148;;3760076740640;12.65;30;8.8600;1.0000;0.0000
PURESSENTIEL ARTICULATIONS ET MUSCLES;Comprimés Myo Pure Bte/20;PURESSENTIEL;6359117;;3701056804518;11.2;30;7.8400;1.0000;0.0000
PURESSENTIEL ARTICULATIONS ET MUSCLES;Inhaleur sport Fl/1ml;PURESSENTIEL;6356801;;3701056804402;6.55;30;4.5900;1.0000;0.0000
PURESSENTIEL ARTICULATIONS ET MUSCLES;Patch Cryo Pure Bte/3;PURESSENTIEL;6359116;;3701056804501;12.96;30;9.0700;1.0000;0.0000
PURESSENTIEL ARTICULATIONS ET MUSCLES;Baume Pure Heat Pot/20ml;PURESSENTIEL;6364149;;3701056804778;10.97;30;7.6800;1.0000;0.0000
PURESSENTIEL ARTICULATIONS ET MUSCLES;Baume froid intense Migra Pure Pot/20ml;PURESSENTIEL;6362607;;3701056804570;12;30;8.4000;1.0000;0.0000
PURESSENTIEL ARTICULATIONS ET MUSCLES;Gel Pure Heat Tube/80ml;PURESSENTIEL;6265599;;3701056802163;12.35;30;8.6500;1.0000;0.0000
PURESSENTIEL BIEN ETRE;Froid intense Migra Pure Stick/4g;PURESSENTIEL;6358031;;3701056804488;9.98;30;6.9900;1.0000;0.0000
MAINS ET PIEDS;Coupe peau bleu;PARISAX;;;3700155346929;2.93;17;2.4300;1.0000;0.0000
MAINS ET PIEDS;Coupe peau rose;PARISAX;;;3700155346912;2.93;17;2.4300;1.0000;0.0000
MAINS ET PIEDS;Coupe ongles inox petit modèle rose;PARISAX;;;3700155346196;2.51;17;2.0800;1.0000;0.0000
MAINS ET PIEDS;Coupe ongles inox petit modèle bleu;PARISAX;;;3700155348565;2.51;17;2.0800;1.0000;0.0000
MAINS ET PIEDS;Coupe ongles inox petit modèle;PARISAX;;;3700155340408;1.52;17;1.2600;1.0000;0.0000
MAINS ET PIEDS;Coupe ongles inox grand modèle;PARISAX;;;3700155340316;1.98;17;1.6400;1.0000;0.0000
MAINS ET PIEDS;Ciseaux à ongles inox courbés;PARISAX;;;3700155338832;1.76;17;1.4600;1.0000;0.0000
MAINS ET PIEDS;Ciseaux inox bout rond;PARISAX;;;3700155338849;2.24;17;1.8600;1.0000;0.0000
MAINS ET PIEDS;Pince à ongles inox ressort épingle;PARISAX;;;3700155338795;8.97;17;7.4500;1.0000;0.0000
MAINS ET PIEDS;Lime à ongles verre 9cm bleue;PARISAX;;;3700155347131;3.14;17;2.6100;1.0000;0.0000
MAINS ET PIEDS;Lime à ongles verre 9cm rose;PARISAX;;;3700155347155;3.14;17;2.6100;1.0000;0.0000
MAINS ET PIEDS;Lime zebra courbée 100/180 grains durs;PARISAX;;;3700155341436;1.46;17;1.2100;1.0000;0.0000
MAINS ET PIEDS;RUPTURE LABO (INDETERMINEE) Lime bois mauve Sach/5;PARISAX;;;3700155303083;1.87;17;1.5521;1.0000;0.0000
VISAGE;Pinceau poudre nylon;PARISAX;;;3700155351015;5.72;17;4.7500;1.0000;0.0000
VISAGE;Pinceau blush nylon;PARISAX;;;3700155351022;5.14;17;4.2700;1.0000;0.0000
VISAGE;Pinceau fond de teint nylon;PARISAX;;;3700155351039;5.14;17;4.2700;1.0000;0.0000
VISAGE;Gant démaquillant doux;PARISAX;;;3700155354849;3.18;17;2.6400;1.0000;0.0000
VERNIS A ONGLES;Réparateur Fl/10ml;PARISAX;;;3700155365715;2.95;25;2.2100;1.0000;0.0000
VERNIS A ONGLES;Base coat Fl/10ml;PARISAX;;;3700155365708;2.95;25;2.2100;1.0000;0.0000
VERNIS A ONGLES;Top coat Fl/10ml;PARISAX;;;3700155365739;2.95;25;2.2100;1.0000;0.0000
VERNIS A ONGLES;Huile cuticule Fl/10ml;PARISAX;;;3700155365722;2.95;25;2.2100;1.0000;0.0000
VERNIS A ONGLES;French naturelle Fl/10ml;PARISAX;;;3700155365296;2.95;25;2.2100;1.0000;0.0000
VERNIS A ONGLES;Nude rose Fl/10ml;PARISAX;;;3700155365319;2.95;25;2.2100;1.0000;0.0000
VERNIS A ONGLES;Rose fluo Fl/10ml;PARISAX;;;3700155365449;2.95;25;2.2100;1.0000;0.0000
VERNIS A ONGLES;Rose gold Fl/10ml;PARISAX;;;3700155365685;2.95;25;2.2100;1.0000;0.0000
VERNIS A ONGLES;Rouge hibiscus Fl/10ml;PARISAX;;;3700155365487;2.95;25;2.2100;1.0000;0.0000
VERNIS A ONGLES;Rouge papaye Fl/10ml;PARISAX;;;3700155365548;2.95;25;2.2100;1.0000;0.0000
VERNIS A ONGLES;Rouge glamour Fl/10ml;PARISAX;;;3700155365494;2.95;25;2.2100;1.0000;0.0000
VERNIS A ONGLES;Rouge cerise Fl/10ml;PARISAX;;;3700155365500;2.95;25;2.2100;1.0000;0.0000
VERNIS A ONGLES;Vert d'eau Fl/10ml;PARISAX;;;3700155365616;2.95;25;2.2100;1.0000;0.0000
SKYN SELECT;Préservatifs sans latex Bte/10;MANIX;;;3532281459507;14.77;38;9.1600;1.0000;0.0000
HYSEAC;Gel nettoyant Tube/150ml;URIAGE;6361869;;3661434009983;8.2;19;6.6400;1.0000;0.0000
HYSEAC;Gel nettoyant Fl pompe/500ml;URIAGE;6361867;;3661434009990;11.3;19;9.1500;1.0000;0.0000
HYSEAC;Tonique purifiant Fl/250ml;URIAGE;6361878;;3661434010125;10.5;19;8.5050;1.0000;0.0000
HYSEAC;MAT gel crème matifiant Tube/40ml;URIAGE;6362593;;3661434010033;11;19;8.9100;1.0000;0.0000
HYSEAC;Sérum peau neuve Fl/40ml;URIAGE;6361873;;3661434010101;20.8;19;16.8480;1.0000;0.0000
HYSEAC;3-Regul Tube/40ml;URIAGE;6361847;;3661434010088;13.5;19;10.9400;1.0000;0.0000
HYSEAC;3-Regul soin global teinté SPF30 Tube/40ml;URIAGE;6361846;;3661434010095;14.2;19;11.5000;1.0000;0.0000
HYSEAC;Gel SOS asséchant Tube/15ml;URIAGE;6361875;;3661434010026;9.5;19;7.6950;1.0000;0.0000
HYSEAC;Pâte SOS Pot/15g;URIAGE;6361876;;3661434010118;10.4;19;8.4200;1.0000;0.0000
HYSEAC;Masque gommant Tube/100ml;URIAGE;6361879;;3661434010019;9.5;19;7.6950;1.0000;0.0000
HYSEAC;Masque purifiant peel-off Tube/50ml;URIAGE;6361872;;3661434010064;10.80;19;8.7480;1.0000;0.0000
HYSEAC;Hydra crème apaisante Tube/40ml;URIAGE;6361871;;3661434010040;11;19;8.9100;1.0000;0.0000
HYSEAC;Fluide matifiant SPF50+ Tube/50ml;URIAGE;6361877;;3661434010057;12;19;9.7200;1.0000;0.0000
HUILES ESSENTIELLES;Basilic tropical BIO Fl/10ml;DAYANG;6361186;;3760162133325;6.5;40;3.9000;1.0000;0.0000
HUILES ESSENTIELLES;Estragon BIO Fl/5ml;DAYANG;6361190;;3760162133288;9.20;40;5.5200;1.0000;0.0000
HUILES ESSENTIELLES;Cannelier de Chine BIO Fl/10ml;DAYANG;6361187;;3760162133318;7.2;40;4.3200;1.0000;0.0000
PLANTES UNITAIRES BIO GELULES;Levure de riz rouge Bte/30;DAYANG;6371488;;3760162133431;7.8;40;4.6800;1.0000;0.0000
PLANTES UNITAIRES BIO GELULES;Charbon végétal activé Bte/30;DAYANG;6371489;;3760162133424;6.9;40;4.1400;1.0000;0.0000
PLANTES UNITAIRES BIO GELULES;Rhodiole safran Bte/30;DAYANG;6362949;;3760162133370;17.5;40;10.5000;1.0000;0.0000
POUDRE;Collagène marin Pot/150g;DAYANG;6382232;;3760162133561;32.5;40;19.5000;1.0000;0.0000
GELULES;Bouffées de chaleur Bte/60;DAYANG;6335347;;3760162132786;17.5;40;10.5000;1.0000;0.0000
GELULES;Confort menstruel Bte/30;DAYANG;6334406;;3760162132731;9.5;40;5.7000;1.0000;0.0000
GELULES;Ménopause Bte/60;DAYANG;6334407;;3760162132724;17.5;40;10.5000;1.0000;0.0000
NUTRACEUTIQUE;(DLC 6 MOIS) Collagène marin Kératine Cynatine® HNS Cheveux anti-chute & pousse Pot/120g;NAT&FORM;;;3535430028029;50;39;20.0000;1.0000;0.0000
NUTRACEUTIQUE;(DLC 6 MOIS) Collagène marin Naticol® CySkin®  Anti-tâches & teint unifié Pot/365g;NAT&FORM;;;3535430028012;65;39;26.0000;1.0000;0.0000
NUTRACEUTIQUE;(DLC 6 MOIS) Collagène marin Beauté de la peau Pot/315g;NAT&FORM;;;3535430028036;50;39;20.0000;1.0000;0.0000
ELMEX ANTI-CARIES PROFESSIONAL;Dentifrice anti-caries professional 2x Tube/100ml;COLGATE GABA;;;8718951668126;14.45;28;10.4040;1.0000;0.0000
ELMEX SENSITIVE PROFESSIONAL;Dentifrice répare et prévient Tube/75ml;COLGATE GABA;;;8718951650763;6.45;28;4.6400;1.0000;0.0000
LADROME;Huile essentielle tea tree BIO Fl/10ml;PIERRE FABRE NATURACTIVE;;;3486330018002;5.82;17;4.8300;1.0000;0.0000
MOVICOL;Citron sachet Bte/20;NORGINE;;;3400934001024;8.3;25;6.2300;1.0000;0.0000
MOVICOL;Sans arôme sachet Bte/20;NORGINE;;;3400949476534;8.3;25;6.2300;1.0000;0.0000
MOVICOL;Chocolat sachet Bte/20;NORGINE;;;3400949476824;8.3;25;6.2300;1.0000;0.0000
MASQUE CAPILLAIRE;Pink power mask Pot/300ml;LES SECRETS DE LOLY;;;3760378510545;37.32;49.01;19.0300;1.0000;0.0000
FEMANNOSE;(DLC 6 MOIS) N sachet 3x Bte/14 + Bte/14 offerte;DERMOPHIL (MELISANA);;;7611136173662;46.65;17;18.6600;1.0000;0.0000
JOUVENCE CIRCULATION;Jambes légères gelée ultra fresh Tube/60ml;JOUVENCE DE L'ABBÉ  SOURY;;;3665979000146;9;16;7.5600;1.0000;0.0000
DERMOPHIL INDIEN;Huile lèvres glossy Fl/5ml;DERMOPHIL (MELISANA);;;3700322038732;12.5;17;10.3800;1.0000;0.0000
DERMOPHIL INDIEN;Baume lèvres floral Pot/15g;DERMOPHIL (MELISANA);;;3700322038756;10.5;17;8.7200;1.0000;0.0000
SUPRASORB P SENSITIVE NON BORDER;Pansement hydrocellulaire siliconé adhésif 15x20cm Bte/10 ST LPP;LOHMANN & RAUSCHER;;;6940610114510;45.50;15;38.6800;1.0000;0.0000
SUPRASORB P SENSITIVE NON BORDER;Pansement hydrocellulaire siliconé adhésif 10x20cm Bte/10 ST LPP;LOHMANN & RAUSCHER;;;6940610114459;31.28;15;26.5880;1.0000;0.0000
GEL DOUCHE SURGRAS;Aloé Vera Tube/200ml;BEAUTERRA;6342462;;3770008167704;3.49;40;2.0900;1.0000;0.0000
HUILE DE DOUCHE;Tropical Tube/100ml;BEAUTERRA;;;3770008167155;2.65;40;1.5900;1.0000;0.0000
CRÈME MULTI-USAGE;Crème universelle nourrissante Tube/100ml;BEAUTERRA;6365072;;3770008167773;4.99;40;2.9900;1.0000;0.0000
CRÈME MULTI-USAGE;Crème universelle hydratante Tube/100ml;BEAUTERRA;6365076;;3770008167810;4.99;40;2.9900;1.0000;0.0000
SHAMPOOING SEC;Douceur Spray/50g;BEAUTERRA;6365078;;3770008167865;7.8;40;4.6800;1.0000;0.0000
VELPEAU DORSAMIX CLASSIC;Ceinture lombaire T1 21cm - Noir/vert - LPP;LOHMANN & RAUSCHER;6379105;;4063591810454;46.73;35;30.3700;1.0000;0.0000
VELPEAU DORSAMIX CLASSIC;Ceinture lombaire T2 21cm - Noir/vert - LPP;LOHMANN & RAUSCHER;6379106;;4063591810485;46.73;35;30.3700;1.0000;0.0000
VELPEAU DORSAMIX CLASSIC;Ceinture lombaire T3 21cm - Noir/vert - LPP;LOHMANN & RAUSCHER;6379107;;4063591810515;46.73;35;30.3700;1.0000;0.0000
VELPEAU DORSAMIX CLASSIC;Ceinture lombaire T4 21cm - Noir/vert - LPP;LOHMANN & RAUSCHER;6379108;;4063591810546;46.73;35;30.3700;1.0000;0.0000
VELPEAU DORSAMIX CLASSIC;Ceinture lombaire T5 21cm - Noir/vert - LPP;LOHMANN & RAUSCHER;6379109;;4063591810577;46.73;35;30.3700;1.0000;0.0000
VELPEAU DORSAMIX CLASSIC;Ceinture lombaire T1 26cm - Noir/vert - LPP;LOHMANN & RAUSCHER;6379110;;4063591810607;54.25;35;35.2600;1.0000;0.0000
VELPEAU DORSAMIX CLASSIC;Ceinture lombaire T2 26cm - Noir/vert - LPP;LOHMANN & RAUSCHER;6379111;;4063591810638;54.25;35;35.2600;1.0000;0.0000
VELPEAU DORSAMIX CLASSIC;Ceinture lombaire T3 26cm - Noir/vert - LPP;LOHMANN & RAUSCHER;6379113;;4063591810669;54.25;35;35.2600;1.0000;0.0000
VELPEAU DORSAMIX CLASSIC;Ceinture lombaire T4 26cm - Noir/vert - LPP;LOHMANN & RAUSCHER;6379114;;4063591810690;54.25;35;35.2600;1.0000;0.0000
VELPEAU DORSAMIX CLASSIC;Ceinture lombaire T5 26cm - Noir/vert - LPP;LOHMANN & RAUSCHER;6379115;;4063591810720;54.25;35;35.2600;1.0000;0.0000
VELPEAU DORSAMIX CLASSIC;Ceinture lombaire T6 26cm - Noir/vert - LPP;LOHMANN & RAUSCHER;6379116;;4068225016059;54.25;35;35.2600;1.0000;0.0000
ANTIPARASITAIRES EXTERNES;Antiparasitaire chaton pipettes 0,6ml Bte/3;VETOFORM - VETONUT;;;3760054071001;10.7;25;8.0300;1.0000;3.0000
ANTIPARASITAIRES EXTERNES;Antiparasitaire chien moyen 15-30kg pipettes 3ml Bte/3;VETOFORM - VETONUT;;;3760054071018;10.8;25;8.1000;1.0000;3.0000
CINQ SUR CINQ;Lotion anti-moustiques bébé Fl pompe/100ml;CHAUVIN BAUSCH & LOMB;;;3614790001221;11.5;28;8.2800;1.0000;0.0000
SOINS CORPS;(DLC 8 MOIS) Lait corps hydratant fleur de figuier Fl/500ml;CATTIER;;;3283950927413;10.89;14;5.4450;1.0000;0.0000
SOINS CORPS;(DLC 6 MOIS) Lait corps modelant onagre et aloé vera Fl/500ml;CATTIER;;;3283950911177;10.89;14;9.3654;1.0000;0.0000
SOINS CORPS;(DLC 6 MOIS) Lait corps nourrissant karité et géranium Fl/500ml;CATTIER;;;3283950911184;10.89;14;4.3560;1.0000;0.0000
SOINS CORPS;(DLC 8 MOIS) Lait corps revitalisant fleur de cerisier Fl/500ml;CATTIER;;;3283950927437;10.89;14;5.4450;1.0000;0.0000
LUTSINE ERYPLAST;Calm mousse anti-démangeaisons Fl pompe/100ml;LUTSINE ;6370635;;7350087738826;9.5;14;8.1700;1.0000;0.0000
LUTSINE ERYPLAST;Cica crème réparatrice Tube/100ml;LUTSINE ;6370634;;7350087738833;8;14;6.8800;1.0000;0.0000
L.52;Respiration gommes Bte/90;LEHNING;;;3661744052228;14.6;16;12.2640;6.0000;0.0000
L.52;Rub nez gorge gélules Bte/20;LEHNING;;;3661744052242;10.5;16;8.8200;6.0000;0.0000
L.72;Nuit sommeil réparateur mélatonine LP 1,9mg gélules Bte/30;LEHNING;;;3661744052235;12.5;16;10.5000;6.0000;0.0000
MOUSSE DE DOUCHE;L'original fleur de lavande Fl/200ml;ROGE CAVAILLES;6377439;;3596490007515;7.95;20;6.3600;1.0000;0.0000
MOUSSE DE DOUCHE;L'original nectar de vanille Fl/200ml;ROGE CAVAILLES;6377441;;3596490007522;7.95;20;6.3600;1.0000;0.0000
MOUSSE DE DOUCHE;L'original pulpe de poire Fl/200ml;ROGE CAVAILLES;6377440;;3596490007539;7.95;20;6.3600;1.0000;0.0000
SOIN TOILETTE INTIME;Crème intime Mycolea+ Tube/50ml;ROGE CAVAILLES;6351922;;3596490007348;9.349824;20;7.4799;1.0000;0.0000
SOIN TOILETTE INTIME;Lavant intime Mycolea+ Fl/200ml;ROGE CAVAILLES;6377437;;3596490007553;9.349824;20;7.4799;1.0000;0.0000
VELPEAU PORE ;Sparadrap microporeux 9,14mx2,5cm;LOHMANN & RAUSCHER;;;6941558093233;1.24;31.5;0.8500;1.0000;0.0000
HOMME;Gel douche ricin et kératine Tube/250ml;ROSEBAIE;;;8059307168069;11;54;5.0600;1.0000;0.0000
MONOÏ;Masque au Collagène Pot/500ml;ROSEBAIE;;;8059307168038;28;58;11.7600;1.0000;0.0000
MONOÏ;Shampooing au collagène Fl pompe/500ml;ROSEBAIE;;;8059307168021;28;58;11.7600;1.0000;0.0000
MONOÏ;Huile pailletée au collagène Fl/50ml;ROSEBAIE;;;8059307168045;28;58;11.7600;1.0000;0.0000
TEGADERM;Pansement 6cm x 7cm Bte/5;3M SOLVENTUM;6345958;;4064035126643;6.4;35;4.1600;1.0000;0.0000
TEGADERM;Pansement 10cm x 12cm Bte/5;3M SOLVENTUM;6345964;;4064035126605;10.07;35;6.5455;1.0000;0.0000
TEGADERM;Pansement 6cm x 7cm Bte/10;3M SOLVENTUM;7737732;;4064035126636;12.8;35;8.3200;1.0000;0.0000
TEGADERM;Pansement 10cm x 12cm Bte/10;3M SOLVENTUM;7737749;;4064035126599;14.55;35;9.4575;1.0000;0.0000
HOMME;Shampooing ricin et kératine Tube/250ml;ROSEBAIE;;;8059307168052;18;54;8.2800;1.0000;0.0000
TROD ANGINE;(DLC 3 MOIS) Bte/25;L2N;;;6939663985307;34.5;45.22;13.8000;1.0000;0.0000
DERMOPURE;Crème corps correctrice Tube/200ml;EUCERIN;;;4005800343162;15.75;22;12.2850;1.0000;0.0000
DERMOPURE;Clinical nettoyant correcteur Fl pompe/400ml;EUCERIN;;;4005800342813;13.9;22;10.8400;1.0000;0.0000
ELMEX SENSITIVE PROFESSIONAL;Dentifrice dents sensibles 3x Tube/75ml;COLGATE GABA;;;8718951652064;17.55;28;12.6400;1.0000;0.0000
ALFA AMYLASE;3000UCEIP Comprimés Bte/18;BIOGARAN;3002998;3400930029985;3400930029985;4;39;2.4400;1.0000;0.0000
SOIN VISAGE;Sérum rétinol Fl pompe/30ml;CERAVE;;;3337875829007;14.5;13;12.6200;1.0000;0.0000
SUPER;Pansement superabsorbant stérile 12,5cm x 12,5cm Bte/10;BIOGARAN;;;3614770000497;19.57;30;13.6990;1.0000;0.0000
SUPER;Pansement superabsorbant stérile 12,5cm x 22,5cm Bte/10;BIOGARAN;;;3614770000503;27.38;30;19.1660;1.0000;0.0000
SUPER;Pansement superabsorbant stérile 17,5cm x 23cm Bte/10;BIOGARAN;;;3614770000510;47.22;30;33.0500;1.0000;0.0000
SUPER;Pansement superabsorbant stérile 20cm x 30cm Bte/10;BIOGARAN;;;3614770000527;68.15;30;47.7050;1.0000;0.0000
PLAIES CHRONIQUES;Set de pansement détersion Bte/5;BIOGARAN;;;3666002025600;6.89;5;6.5455;1.0000;0.0000
PLAIES CHRONIQUES;Set de pansement méchage Bte/5;BIOGARAN;;;3666002025594;7.06;5;6.7070;1.0000;0.0000
PLAIES CHRONIQUES;Set de pansement standard Bte/5;BIOGARAN;;;3666002025587;6.63;5;6.2985;1.0000;0.0000
POST OP;Set de pansement grandes plaies suturées avec agrafes soin Bte/3;BIOGARAN;;;3666002025570;7.65;5;7.2675;1.0000;0.0000
POST OP;Set de pansement grandes plaies suturées soin Bte/3;BIOGARAN;;;3666002025563;6.85;5;6.5075;1.0000;0.0000
POST OP;Set de pansement petites plaies suturées soin Bte/3;BIOGARAN;;;3666002025549;4.42;5;4.1990;1.0000;0.0000
POST OP;Set de pansement plaies moyennes suturées soin Bte/3;BIOGARAN;;;3666002025556;5.39;5;5.1200;1.0000;0.0000
FERTILITE;Andromas fertilité et conception homme sachets Bte/30;EFFIK;;;3701172200126;25.4;7;23.6200;1.0000;0.0000
SUPER;Pansement superabsorbant stérile 20cm x 42,5cm Bte/10;BIOGARAN;;;3614770000534;68.15;30;47.7050;1.0000;0.0000
PLAIES ET BRULURES;Pansement tulle vaseliné 10cm x 10cm Bte/10;BIOGARAN;;;3614770000558;8.45;30;5.9150;1.0000;0.0000
PLAIES ET BRULURES;Pansement tulle vaseliné 10cm x 40cm Bte/10;BIOGARAN;;;3614770000565;32.44;30;22.7080;1.0000;0.0000
PLAIES ET BRULURES;Pansement tulle vaseliné 5cm x 5cm Bte/5;BIOGARAN;;;3614770000541;1.59;0;1.5900;1.0000;0.0000
COMPLEMENT ALIMENTAIRE;Huile d'onagre capsules Fl/60;SOLGAR;;;33984010574;33.50;2;32.8300;1.0000;0.0000
COMPLEMENT ALIMENTAIRE;Metafolin vitamine B9 400µg comprimés Fl/50;SOLGAR;;;33984019409;14.30;2;14.0140;1.0000;0.0000
COMPLEMENT ALIMENTAIRE;Prenatal nutrients comprimés Fl/120;SOLGAR;;;33984022720;22.90;2;22.4420;1.0000;0.0000
VITASCORBOL;C1000 comprimés effervescents Bte/20;COOPER;;;3614810001606;5.42;40;3.2520;1.0000;0.0000
VITASCORBOL;C500 comprimés à croquer Bte/24;COOPER;;;3614810001644;4.95;40;2.9700;1.0000;0.0000
VITASCORBOL;Boost comprimés effervescents Bte/20;COOPER;;;3401560031355;21.23;40;12.7380;1.0000;0.0000
VITASCORBOL;Vitamine C 1000mg gommes Fl/30;COOPER;;;3614810005055;12.78;40;7.6680;1.0000;0.0000
MAG 2;24H extra fort comprimés Bte/45;COOPER;;;3614810001583;22.11;35;14.3715;1.0000;0.0000
MAG 2;(DLC 8 MOIS) 24H framboise gommes Fl/45;COOPER;;;3614810003648;19.05;35;9.5250;1.0000;0.0000
ETIAXIL;Déodorant 48H 2x Roll-on/50ml;COOPER;;;3401525912583;19;35;12.3500;1.0000;0.0000
ETIAXIL;Déodorant 48H aérosol  2x Spray/150ml;COOPER;;;3401360201507;20.31;35;13.2015;1.0000;0.0000
EXCILOR;Solution Fl/3,3ml;COOPER;;;5410765001023;20.27;40;12.1600;1.0000;0.0000
EXCILOR;Forte color rouge corail Fl/30ml;COOPER;;;5410765005151;35.79;40;21.4700;1.0000;0.0000
EXCILOR;Cryo verrue Fl/50ml;COOPER;;;8032779841005;21.60;40;12.9600;1.0000;0.0000
VALDISPERT;Sommeil rapide extra fort 1,9mg comprimés Bte/40;COOPER;;;3614810005383;18.74;40;11.2440;1.0000;0.0000
VALDISPERT;Sommeil 4 actions 1,9mg comprimés Bte/30;COOPER;;;8711744047962;18.64;40;11.1840;1.0000;0.0000
VALDISPERT;Sommeil intégral comprimés Bte/30;COOPER;;;3614810004843;20.03;40;12.0180;1.0000;0.0000
INSECT ECRAN;Zone infestées Spray/100ml;COOPER;;;3401581537201;12.23;40;7.3380;1.0000;0.0000
INSECT ECRAN;Familles Spray/100ml;COOPER;;;3401520342569;11.87;40;7.1200;1.0000;0.0000
INSECT ECRAN;RUPTURE LABO (INDETERMINEE) Actif végétal brûme Spray/100ml;COOPER;;;3614810003839;17.59;40;10.5540;1.0000;0.0000
OSMOSOFT;(DLC 6 MOIS) Brûme réparatrice Spray/100ml;COOPER;;;3614810004669;13.64;40;5.4560;1.0000;0.0000
OSMOSOFT;Cicatrisant Tube/50g;COOPER;;;3614819996316;9.19;40;5.5100;1.0000;0.0000
POUXIT;Lotion flash avec peigne Spray/150ml;COOPER;;;3614810001262;31.48;40;18.8880;1.0000;0.0000
POUXIT;Lotion XF Fl/200ml;COOPER;;;3401051570028;32.84;40;19.7040;1.0000;0.0000
POUXIT;Shampooing flash avec peigne Fl/100ml;COOPER;;;3614810003938;25.88;40;15.5280;1.0000;0.0000
POUXIT;Lotion XF Fl/100ml;COOPER;;;3401596695491;17.73;40;10.6380;1.0000;0.0000
GEMINI;Chaussure Chut blanche Paire/T44;IGLOO;;;3615570001363;110;20;88.0000;1.0000;0.0000
HYALURON FILLER;Sérum épigénétique Fl pompe/30ml;EUCERIN;;;4005800342844;40.9;22;31.9000;1.0000;0.0000
ANTI-PIGMENT;Gel nettoyant anti-pigment Fl pompe/400ml;EUCERIN;;;4005800347467;13.5;22;10.5300;1.0000;0.0000
ECORESPONSABLE;Charbon végétal activé gélules Bte/45;NAT&FORM;;;3535400023559;9.18;39;5.6000;1.0000;0.0000
GAVIDIGEST;Constipation gélules Bte/30;RECKITT BENCKISER;;;3059940049621;16.38;20;13.1000;1.0000;0.0000
GAVIDIGEST;Diarrhée gélules Bte/30;RECKITT BENCKISER;;;3059940049645;16.38;20;13.1000;1.0000;0.0000
