CIP7;CIP13;EAN13;Laboratoire;Gamme;Libellé;TVA;Prix A HT;Remise1;Colisage;QteMin
;;3337875945141;La Roche Posay;Anthelios;*ANTHELIOS UVAIR LA ROCHE POSAY SPF30 Brume vitaminée Spray/200ml;0.2;20;0.19;1;1
6021767;;3337875549530;La Roche Posay;Anthelios;*ANTHELIOS XL SPF50+ Brume invis T/75ml;0.2;17.35;0.19;6;1
6139673;;3337872419904;La Roche Posay;Anthelios;*ANTHELIOS DERMO-PEDIAT SPF50+ Lait BB Fl/50m;0.2;16.55;0.19;78;1
6139696;;3337872420153;La Roche Posay;Anthelios;*ANTHELIOS XL SPF50+ Brume invis corps 200ml;0.2;20.45;0.19;6;1
6222550;;3337875696821;La Roche Posay;Anthelios;*ANTHELIOS SPF30 Spray invisible Fl/200ml;0.2;19;0.19;36;1
6222551;;3337875696838;La Roche Posay;Anthelios;*ANTHELIOS XL SPF50+ Spray invis av parf 200ml;0.2;19;0.19;36;1
6292939;;3337875797719;La Roche Posay;Anthelios;*ANTHELIOS UVMUNE LA R P SPF50+ Cr s parf 50m;0.2;15.45;0.19;24;1
6292942;;3337875797641;La Roche Posay;Anthelios;*ANTHELIOS UVMUNE LA R P SPF50+ Flde tein 50m;0.2;15.5;0.19;24;1
6293000;;3337875797665;La Roche Posay;Anthelios;*ANTHELIOS UVMUNE LA R P SPF50+ Cr parf 50ml;0.2;15.45;0.19;63;1
6293125;;3337875797467;La Roche Posay;Anthelios;*ANTHELIOS OIL CORRECT LA R P SPF50 Cr 50ml;0.2;21.5;0.19;1;1
6293198;;3337875797689;La Roche Posay;Anthelios;*ANTHELIOS UVMUNE LA R P SPF50+ Cr teint 50ml;0.2;15.45;0.19;63;1
6297233;;3337875797580;La Roche Posay;Anthelios;*ANTHELIOS UVMUNE LA R P SPF50+ Flde par 50ml;0.2;15.5;0.19;24;1
6297234;;3337875797597;La Roche Posay;Anthelios;*ANTHELIOS UVMUNE LA R P SPF50+ Flde s pa 50m;0.2;15.5;0.19;24;1
6305292;;3337875799348;La Roche Posay;Anthelios;*ANTHELIOS LA R P SPF50+ Spray famil Fl/300ml;0.2;24.05;0.19;1;1
;;3337875735742;La Roche Posay;Cicaplast;*CICASPRAY Spray Fl/100ml;0.2;10.5;0.17;48;1
;;3337875766326;La Roche Posay;Cicaplast;*CICAPLAST Cr mains T/100ml;0.2;9.25;0.17;60;1
;;3337875816779;La Roche Posay;Cicaplast;*CICAPLAST LA R P Bme B5+ réparat apais T/15ml;0.2;5.05;0.17;120;1
;;3337875816809;La Roche Posay;Cicaplast;*CICAPLAST LA R P Bme B5+ réparat apais T/40m;0.2;7.5;0.17;90;1
;;3337875816847;La Roche Posay;Cicaplast;*CICAPLAST LA R P Bme B5+ réparat apais 100ml;0.2;13.4;0.17;24;1
;;3337875837804;La Roche Posay;Cicaplast;*CICAPLAST VISAGE LA R P Sérum rép Fl air/30ml;0.2;29.75;0.17;36;1
;;3337875876940;La Roche Posay;Cicaplast;*CICAPLAST LRP SPF50+ Bme B5 réparateur apaisant T/40ml;0.2;12.5;0.17;24;1
;;3337875916332;La Roche Posay;Cicaplast;*CICAPLAST LAV B5 LA R P Gel assain apai 100ml;0.2;9.05;0.17;12;1
6018703;;3337875548519;La Roche Posay;Cicaplast;*CICAPLAST LAVANT B5 Gel Fl/200ml;0.2;10.3;0.17;24;1
6036199;;3337875586269;La Roche Posay;Cicaplast;*CICAPLAST Gel B5 T/40ml;0.2;8.2;0.17;24;1
6075849;3401560758498;0000030106659;La Roche Posay;Cicaplast;*CICAPLAST Cr lèv T/7,5ml;0.2;5.95;0.17;240;1
6120455;3401561204550;3337872414145;La Roche Posay;Cicaplast;*CICAPLAST Cr mains T/50ml;0.2;6.7;0.17;90;1
6197593;3401361975933;3433422404403;La Roche Posay;Eau thermale;LA R-P Eau thermale Aér/300ml;0.2;9.35;0.13;6;1
7018888;3401370188881;3433422404397;La Roche Posay;Eau thermale;LA R-P Eau thermale Aér/150ml;0.2;6.55;0.13;6;1
;;3337875708289;La Roche Posay;Effaclar;*EFFACLAR Gel Micro-peeling Fl pompe/400ml;0.2;13.5;0.17;24;1
;;3337875722827;La Roche Posay;Effaclar;*EFFACLAR Sérum Fl cpte-gttes/30ml;0.2;25.5;0.17;24;1
;;3337875777759;La Roche Posay;Effaclar;*EFFACLAR H ISO-BIOME LA R P Cr lavante 200ml;0.2;12.15;0.17;36;1
;;3337875777773;La Roche Posay;Effaclar;*EFFACLAR H ISO-BIOME LA R P Cr lavante 400ml;0.2;16.95;0.17;12;1
;;3337875777797;La Roche Posay;Effaclar;*EFFACLAR H ISO-BIOME LA ROCHE POSAY Cr T/40m;0.2;11.65;0.17;24;1
;;3337875863377;La Roche Posay;Effaclar;*EFFACLAR DUO + M LA ROCHE POSAY Cr T/40ml;0.2;13.4;0.17;24;1
;;3337875894333;La Roche Posay;Effaclar;*EFFACLAR Pain dermatologique B/65g;0.2;10.45;0.17;36;1
;;3337875909273;La Roche Posay;Effaclar;*EFFACLAR DUO + M LA ROCHE POSAY Cr foncée T/40ml;0.2;14.85;0.17;1;1
;;3337875909280;La Roche Posay;Effaclar;*EFFACLAR DUO + M LA ROCHE POSAY Cr medium T/40ml;0.2;14.85;0.17;1;1
;;3337875909303;La Roche Posay;Effaclar;*EFFACLAR DUO + M LA ROCHE POSAY Cr light T/40ml;0.2;14.85;0.17;1;1
;;3337875920742;La Roche Posay;Effaclar;*EFFACLAR AZ LA ROCHE POSAY Cr T/40ml;0.2;24.1;0.17;1;1
;;3337875924887;La Roche Posay;Effaclar;*EFFACLAR DUO + M LA ROCHE POSAY Patch anti-boutons B/22;0.2;10.4;0.17;24;1
4888850;3401348888508;3337872411083;La Roche Posay;Effaclar;*EFFACLAR Gel mouss purif T/200ml;0.2;9.2;0.17;12;1
6017439;;3337875533317;La Roche Posay;Effaclar;*EFFACLAR Masque T/100ml;0.2;12.4;0.17;60;1
6025353;;3337875549493;La Roche Posay;Effaclar;*EFFACLAR DUO + SPF30 Cr soin anti-imperf 40m;0.2;14.45;0.17;81;1
6087268;;3337875613491;La Roche Posay;Effaclar;*EFFACLAR K+ Cr soin rénov PG T/40ml;0.2;15;0.17;24;1
7930133;3401379301335;3337875609593;La Roche Posay;Effaclar;*EFFACLAR AI Gel imperf cutanées T/15ml;0.2;9.7;0.17;120;1
9460513;3401594605133;3337872413025;La Roche Posay;Effaclar;*EFFACLAR MAT Cr hydrat matif T/40ml;0.2;11.45;0.17;90;1
9514841;;3433422408357;La Roche Posay;Effaclar;*EFFACLAR Eau micellaire purif Fl/200ml;0.2;8.7;0.17;24;1
9585255;;3433422408159;La Roche Posay;Effaclar;*EFFACLAR Lot astring Fl/200ml;0.2;11.55;0.17;24;1
9601675;3401396016755;3337872411991;La Roche Posay;Effaclar;*EFFACLAR Gel mouss purif Fl ppe/400ml;0.2;11.95;0.17;12;1
9728217;3401397282173;3337872412516;La Roche Posay;Effaclar;*EFFACLAR Eau micellaire purif Fl/400ml;0.2;11.85;0.17;24;1
;;3337875760201;La Roche Posay;Hyalu B5;HYALU B5 AQUAGEL SPF30 Gel T/50ml;0.2;26.9;0.13;1;1
;;3337875920582;La Roche Posay;Hyalu B5;HYALU B5 SURACTIVE LA ROCHE POSAY Sérum Fl pipette/30ml;0.2;30.55;0.13;24;1
;;3337875920667;La Roche Posay;Hyalu B5;HYALU B5 SURACTIVE LA ROCHE POSAY SPF30 Cr Pot/50ml;0.2;29.9;0.13;1;1
;;3337875920698;La Roche Posay;Hyalu B5;HYALU B5 SURACTIVE LA ROCHE POSAY Cr Pot/50ml;0.2;28.9;0.13;1;1
;;3337875920728;La Roche Posay;Hyalu B5;HYALU B5 LA ROCHE POSAY Gel en eau T/40ml;0.2;20.9;0.13;1;1
;;3337875922029;La Roche Posay;Hyalu B5;HYALU B5 SURACTIVE LA ROCHE POSAY Cr Recharge/50ml;0.2;24.9;0.13;1;1
6036117;;3337875583589;La Roche Posay;Hyalu B5;HYALU B5 Cr soin T/40ml;0.2;25.1;0.13;1;1
;;3337872412646;La Roche Posay;Hydraphase;HYDRAPHASE HA YEUX Cr T/15ml;0.2;12.35;0.13;1;1
;;3337875794091;La Roche Posay;Hydraphase;HYDRAPHASE BB CR LA R P Cr teint claire 40ml;0.2;17.8;0.13;1;1
;;3337875794107;La Roche Posay;Hydraphase;HYDRAPHASE BB CR LA R P Cr teint medium 40ml;0.2;17.8;0.13;1;1
;;3337875846097;La Roche Posay;Hydraphase;HYDRAPHASE HA UV RICHE LA R P SPF25 Cr 50ml;0.2;17.55;0.13;1;1
;;3337875846110;La Roche Posay;Hydraphase;HYDRAPHASE HA UV LEGERE LA R P SPF25 Cr 50ml;0.2;17.55;0.13;1;1
;;3337875941143;La Roche Posay;Hydraphase;HYDRAPHASE HA RICHE T/40ml;0.2;12.65;0.13;1;1
;;3337875941150;La Roche Posay;Hydraphase;HYDRAPHASE HA LEGERE T/40ml;0.2;12.65;0.13;1;1
;;3337875911184;La Roche Posay;Kerium;KERIUM DS LA ROCHE POSAY Shampooing antipelliculaire intensif Fl/200ml;0.2;14.1;0.13;12;1
4313055;;3433422407299;La Roche Posay;Kerium;KERIUM ANTIPELL MICRO-EXFO Shamp gel CG 200ml;0.2;12.45;0.13;12;1
6034388;3401560343885;3337872414282;La Roche Posay;Kerium;KERIUM DOUX Shamp gel Fl ppe/400ml;0.2;10.85;0.13;6;1
;;3337875551250;La Roche Posay;Lipikar;*LIPIKAR Gel surgras Fl ppe/750ml;0.2;15.45;0.17;6;1
;;3337875763790;La Roche Posay;Lipikar;*LIPIKAR AP + M Bme T Eco Responsable/200ml;0.2;15.05;0.17;36;1
;;3337875905466;La Roche Posay;Lipikar;*LIPIKAR AP + Huile de douche lavante Fl pompe/1l;0.2;18.6;0.17;6;1
;;3337875905480;La Roche Posay;Lipikar;*LIPIKAR LA ROCHE POSAY Gel lavant Fl pompe/1l;0.2;11.35;0.17;6;1
;;3337875905497;La Roche Posay;Lipikar;*LIPIKAR SURGRAS LA R P Cr lav anti-dess 400ml;0.2;11.4;0.17;6;1
;;3337875905510;La Roche Posay;Lipikar;*LIPIKAR LA ROCHE POSAY Gel lavant Eco-recharge/400ml;0.2;7.05;0.17;6;1
;;3337875930048;La Roche Posay;Lipikar;*LIPIKAR AP + MAX Bme T/200ml;0.2;15.55;0.17;1;1
;;3337875930116;La Roche Posay;Lipikar;*LIPIKAR BAUME AP MAX 75ML;0.2;7.7;0.17;1;1
;;3337875930239;La Roche Posay;Lipikar;*LIPIKAR AP + MAX LA ROCHE POSAY Bme Fl pompe/400ml;0.2;21.1;0.17;12;1
;;3337875930307;La Roche Posay;Lipikar;*LIPIKAR CREME AP + M Cr T/200ml;0.2;15.05;0.17;36;1
;;3337875930338;La Roche Posay;Lipikar;*LIPIKAR CREME AP + M Cr Fl pompe/400ml;0.2;20.1;0.17;12;1
;;3337875943901;La Roche Posay;Lipikar;*LIPIKAR SYNDET AP+ Cr lavante Eco-rech/400ml;0.2;12.05;0.17;6;1
4368820;3401343688202;3433422408586;La Roche Posay;Lipikar;*LIPIKAR Sav liq surgras PS/PTS T/400ml;0.2;12.6;0.17;24;1
6015275;;3337875537308;La Roche Posay;Lipikar;*LIPIKAR SYNDET AP+ Gel cr nettoy T/200ml;0.2;9.25;0.17;36;1
6015276;;3337875537315;La Roche Posay;Lipikar;*LIPIKAR SYNDET AP+ Gel cr nettoy Fl pp/400ml;0.2;13.35;0.17;12;1
6021801;;3337875552127;La Roche Posay;Lipikar;*LIPIKAR Lait relipid corp dessèch 48H 400ml;0.2;15.35;0.17;24;1
6067726;;3337872418785;La Roche Posay;Lipikar;*LIPIKAR Gel lavant T/400ml;0.2;7.8;0.17;24;1
6113300;;3337875656764;La Roche Posay;Lipikar;*LIPIKAR Huile Lavante Fl pompe/400ml;0.2;14.3;0.17;24;1
6292611;;3337875771214;La Roche Posay;Lipikar;LIPIKAR ECZEMA MED Cr T/30ml;0.2;14.38;0.13;24;1
9759620;3401397596201;3337872412684;La Roche Posay;Lipikar;*LIPIKAR XERAND Cr prot mains T/50ml;0.2;5.6;0.17;95;1
;;3337875685818;La Roche Posay;Lipikar Urea;ISO UREA Lait lissant 5+ Fl pompe/400ml;0.2;19;0.13;24;1
;;3337875852333;La Roche Posay;Lipikar Urea;LIPIKAR UREA LA ROCHE POSAY 10% Lait lissant T/200ml;0.2;16.15;0.13;1;1
;;3337875909792;La Roche Posay;Lipikar Urea;LIPIKAR UREA LA ROCHE POSAY 30 % Gel T/50ml;0.2;11.35;0.13;1;1
;;3337872413735;La Roche Posay;Non renseigné;PURE VITAMIN C YEUX Cr T/15ml;0.2;21.2;0.13;1;1
;;3337875694469;La Roche Posay;Non renseigné;RETINOL B3 Sérum Fl pompe/30ml;0.2;30.75;0.13;24;1
;;3337875852302;La Roche Posay;Non renseigné;LIPIKAR UREA LA ROCHE POSAY 10% Lait lissant Fl pompe/400ml;0.2;20.7;0.13;12;1
;;3337875890069;La Roche Posay;Non renseigné;MELA 3 LA R P Gel micropeeling Fl/200ml;0.2;16.8;0.13;1;1
;;3337875923613;La Roche Posay;Non renseigné;PURE VITAMIN C10 LA ROCHE POSAY Gel nettoyant éclat Fl/200ml;0.2;15.8;0.13;1;1
4685756;3401346857568;3337872410321;La Roche Posay;Non renseigné;LA R-P Lot apais physio Fl/200ml;0.2;12.6;0.13;24;1
6081712;;3337875613668;La Roche Posay;Non renseigné;HYALU B5 YEUX Cr T/15ml;0.2;20.95;0.13;1;1
6359080;;3337875890021;La Roche Posay;Non renseigné;MELA 3 LA ROCHE POSAY Sérum Fl pipette/30ml;0.2;34.15;0.13;24;1
7061045;3401370610450;3433422406599;La Roche Posay;Non renseigné;TOLERIANE Flde dermo nettoy Fl/200ml;0.2;9.2;0.13;36;1
7148875;;3433422406728;La Roche Posay;Non renseigné;SEROZINC Sol adouciss Spr/150ml;0.2;9.2;0.13;6;1
7545062;;3433422401907;La Roche Posay;Non renseigné;RESPECTISSIME Lot démaq waterp yeux Fl/125ml;0.2;12.95;0.13;45;1
7797088;3401377970885;3433422404533;La Roche Posay;Non renseigné;LIPIKAR Pain surgras PS/PTS 150g;0.2;5.1;0.13;48;1
9631920;3401396319207;3337872412141;La Roche Posay;Non renseigné;LA R-P Déod physio 24H Aér/150ml;0.2;8.5;0.13;6;1
9631937;3401396319375;3337872412158;La Roche Posay;Non renseigné;LA R-P Déod physio 24H Bille/50ml;0.2;8.5;0.13;0;1
9884963;3401398849634;3433425003979;La Roche Posay;Non renseigné;LA R-P Déod physio 24H 2Billes/50ml;0.2;17;0.13;24;1
4675485;3401346754850;0000030070349;La Roche Posay;Nutritic;NUTRITIC Stick lèv sèche sens E/4,7ml;0.2;4.8;0.13;3;1
5202487;3401352024879;3337872413629;La Roche Posay;Nutritic;NUTRITIC INTENSE Cr T/50ml;0.2;15.75;0.13;3;1
5202493;3401352024930;3337872413575;La Roche Posay;Nutritic;NUTRITIC INTENSE RICHE Cr P/50ml;0.2;19.65;0.13;45;1
;;3337875890113;La Roche Posay;Pigmentclar;MELA 3 LA ROCHE POSAY SPF30 Cr soin T/40ml;0.2;26.7;0.13;24;1
4098071;3401340980712;3337872414152;La Roche Posay;Pigmentclar;PIGMENTCLAR YEUX Cr T/15ml;0.2;22.5;0.13;0;1
;;3337875806961;La Roche Posay;Rosaliac;TOLERIANE ROSALIAC AR UV LA R P SPF30 Cr 50ml;0.2;18.6;0.13;1;1
9840977;3401598409775;3337872412592;La Roche Posay;Substiane;SUBSTIANE + Cr affaiss traits T/40ml;0.2;32.75;0.13;0;1
;;3337875725897;La Roche Posay;Toilette;LA R-P Eau micellaire bi-phasée Fl/400ml;0.2;13.15;0.13;1;1
4211917;3401342119172;3337872411595;La Roche Posay;Toilette;LA R-P Sol micellaire physio Fl/400ml;0.2;11.35;0.13;24;1
6015274;;3337875528108;La Roche Posay;Toilette;LA R-P Eau micellaire ultra P réact Fl/400ml;0.2;11.35;0.13;24;1
;;3337875545822;La Roche Posay;Toleriane;TOLERIANE LA R P Gel mouss Fl ppe/400ml;0.2;14.9;0.13;12;1
;;3337875588348;La Roche Posay;Toleriane;TOLERIANE SENSITIVE RICHE Cr T/40ml;0.2;13.4;0.13;90;1
;;3337875588676;La Roche Posay;Toleriane;TOLERIANE SENSITIVE LA ROCHE POSAY Fluide T/40ml;0.2;13.4;0.13;93;1
;;3337875757515;La Roche Posay;Toleriane;TOLERIANE DERMALLERGO Yeux 15ml;0.2;16.5;0.13;138;1
;;3337875757614;La Roche Posay;Toleriane;TOLERIANE DERMALLERGO Crème 40ml;0.2;16.35;0.13;99;1
;;3337875757669;La Roche Posay;Toleriane;TOLERIANE DERMALLERGO Fluide 30ml;0.2;16.35;0.13;99;1
;;3337875800853;La Roche Posay;Toleriane;TOLERIANE DERMALLERGO NUIT LA R P Cr 40ml;0.2;19.1;0.13;1;1
;;3337875836586;La Roche Posay;Toleriane;TOLERIANE CORR TEINT LA R P SPF25 Flde 12,5;0.2;16.65;0.13;1;1
;;3337875836623;La Roche Posay;Toleriane;TOLERIANE CORR TEINT LA R P SPF25 Flde 19;0.2;16.65;0.13;1;1
;;3337875863926;La Roche Posay;Toleriane;TOLERIANE CORR TEINT LA R P SPF25 Flde 11;0.2;16.65;0.13;1;1
;;3337875863940;La Roche Posay;Toleriane;TOLERIANE CORR TEINT LA R P SPF25 Flde 10;0.2;16.65;0.13;1;1
;;3337875863964;La Roche Posay;Toleriane;TOLERIANE CORR TEINT LA R P SPF25 Flde 13;0.2;16.65;0.13;1;1
;;3337875863988;La Roche Posay;Toleriane;TOLERIANE CORR TEINT LA R P SPF25 Flde 15;0.2;16.65;0.13;1;1
;;3337875893626;La Roche Posay;Toleriane;TOLERIANE DS LA ROCHE POSAY Cr T/40ml;0.2;13.4;0.13;24;1
6041420;;3337875578486;La Roche Posay;Toleriane;TOLERIANE SENSITIVE Cr T/40ml;0.2;13.4;0.13;90;1
9693401;3401396934011;3337872412059;La Roche Posay;Toleriane;TOLERIANE TEINT MINERAL Fd teint bge sable 9g;0.2;17.95;0.13;0;1
;;3337872413148;La Roche Posay;Toleriane Dermo-nettoyant;LA ROCHE POSAY Mousse d'eau micellaire nettoyante Fl/150ml;0.2;12.1;0.13;1;1
9507516;3401395075166;3337872411830;La Roche Posay;Toleriane Dermo-nettoyant;TOLERIANE Flde dermo nettoy Fl/400ml;0.2;12.15;0.13;12;1
;;3770000717259;La Rosée;Capillaire;CAPILLAIRE Shamp pur kérat vég ort bio R/400ml;0.2;9.94;0.05;6;1
;;3770000717426;La Rosée;Capillaire;CAPILLAIRE Masque capill kérat coco bio R/200g;0.2;9.81;0.05;12;1
;;3770000717716;La Rosée;Capillaire;CAPILLAIRE Masque capillaire kératine végétale huile de coco bio Pot/200g;0.2;11.05;0.05;12;1
;;3770000717730;La Rosée;Capillaire;LA ROSÉE Bme ap/shamp démêl Rech/200g;0.2;6.13;0.05;12;1
;;3770000717747;La Rosée;Capillaire;CAPILLAIRE Shampooing flacon vide verre rechargeable 200ml;0.2;3.02;0;12;1
;;3770000717037;La Rosée;Corps;CORPS Crème hydratante T/200ml;0.2;9.39;0.05;12;1
;;3770000717044;La Rosée;Corps;CORPS Huile douche Fl ppe/400ml;0.2;9.15;0.05;12;1
;;3770000717099;La Rosée;Corps;CORPS Savon surgras ultra doux 100g;0.2;2.99;0.05;12;1
;;3770000717198;La Rosée;Corps;CORPS Baume SOS réparateur Pot/20g;0.2;8.1;0.05;12;1
;;3770000717389;La Rosée;Corps;CORPS Gel gomm corps nourr bio P rech/200g;0.2;12.12;0.05;12;1
;;3770000717532;La Rosée;Corps;CORPS Crème hydratante Fl pompe/400ml;0.2;13.1;0.05;12;1
;;3770000717594;La Rosée;Corps;CORPS Huile de douche Eco-recharge/800ml;0.2;15.69;0.05;6;1
;;3770000717617;La Rosée;Corps;CORPS Hle soin nourriss bio Fl/150ml;0.2;13.52;0.05;12;1
;;3770000717655;La Rosée;Corps;LA ROSÉE Gel gomm corps nourr bio Rech/200g;0.2;10.84;0.05;12;1
;;3770000717372;La Rosée;Hygiène;HYGIENE Recharge Déodorant fraîcheur probiotiques St/50ml;0.2;4.55;0.05;24;1
;;3770000717518;La Rosée;Hygiène;HYGIENE Dentifrice soin complet ment bio 75ml;0.2;3.66;0.05;24;1
;;3770000717662;La Rosée;Hygiène;HYGIENE Déodorant fraîcheur probiotiques Stick rechargeable/50ml;0.2;5.87;0.05;24;1
;;3770000717778;La Rosée;Hygiène;HYGIENE Dentifrice soin complet menthe bio 2T/75ml+Brosse à dents;0.2;6.79;0;12;1
;;3770000717112;La Rosée;Les Nomades;NOMADES Crème mains ultra réparateur T/50ml;0.2;3.89;0.05;12;1
;;3770000717297;La Rosée;Les Nomades;NOMADES Stick lèv nour teint rechargeabl 4,5g;0.2;5.24;0.05;12;1
;;3770000717679;La Rosée;Les Nomades;NOMADES Recharge stick lèvres nour teint 4.5g;0.2;4.45;0.05;24;1
;;3770000717693;La Rosée;Les Nomades;NOMADES Stick lèv nourris rechargeable 4.5g;0.2;4.6;0.05;12;1
;;3770000717709;La Rosée;Les Nomades;NOMADES Recharge stick lèvres nourrisant 4.5g;0.2;3.41;0.05;24;1
;;3667235001294;La Rosée;Maquillage;LA ROSÉE Boîtier poudre rechargeable (vide);0.2;4.45;0;6;1
;;3770000717914;La Rosée;Maquillage;LA ROSÉE Recharge poudre compacte soin 01 clair 8g;0.2;11.55;0.05;24;1
;;3770000717921;La Rosée;Maquillage;LA ROSÉE Recharge poudre compacte soin 02 medium 8g;0.2;11.55;0.05;1;1
;;3770000717938;La Rosée;Maquillage;LA ROSÉE Recharge poudre compacte soin 03 medium foncé 8g;0.2;11.55;0.05;24;1
;;3770000717129;La Rosée;Mon Petit;MON PETIT Gel lavant ultra doux 400ml;0.2;7.78;0.05;12;1
;;3770000717136;La Rosée;Mon Petit;MON PETIT Crème hydratante visage corps 200ml;0.2;8.43;0.05;12;1
;;3770000717143;La Rosée;Mon Petit;MON PETIT Lait de toilette nettoyant Fl/400ml;0.2;7.78;0.05;12;1
;;3770000717150;La Rosée;Mon Petit;MON PETIT Liniment Fl/400ml;0.2;6.49;0.05;12;1
;;3770000717303;La Rosée;Mon Petit;MON PETIT Baume SOS réparateur Pot/20g;0.2;8.1;0.05;12;1
;;3770000717396;La Rosée;Mon Petit;MON PETIT LA ROSÉE Gel lav ultra doux 800ml Éco recharge;0.2;13.01;0.05;6;1
;;3770000717402;La Rosée;Mon Petit;MON PETIT LA ROSÉE SPF 50+ Lait solaire T/125ml;0.2;13.07;0.05;12;1
;;3770000717624;La Rosée;Mon Petit;MON PETIT Eau nettoy bio aloé Fl ppe/400ml;0.2;6.47;0.05;12;1
;;3770000717631;La Rosée;Mon Petit;MON PETIT Dentif fraise bio T/50ml;0.2;3.66;0.05;24;1
;;3667235001614;La Rosée;Non renseigné;NOMADES Kit voyage écoresponsable (édition limitée);0.2;5.24;0.05;12;1
;;3770000717945;La Rosée;Non renseigné;LA ROSÉE Recharge poudre compacte soin 04 foncé 8g;0.2;11.55;0.05;1;1
;;3770000717976;La Rosée;Non renseigné;LA ROSÉE Coffret gommage+bougie;0.2;22.96;0.05;6;1
;;3667235002239;La Rosée;Solaire;SOLAIRE SPF50+ Stick Fl/15ml;0.2;8.95;0.05;24;1
;;3667235002260;La Rosée;Solaire;SOLAIRE SPF50+ Fluide invisible T/40ml;0.2;9.65;0.05;12;1
;;3770000717334;La Rosée;Solaire;SOLAIRE SPF50 Huile Spray/150ml;0.2;14.17;0.05;12;1
;;3770000717563;La Rosée;Solaire;SOLAIRE SPF30 Huile hle abricot bio 150ml;0.2;13.52;0.05;12;1
;;3770000717570;La Rosée;Solaire;SOLAIRE SPF30 Lait hle abricot bio 150ml;0.2;12.69;0.05;12;1
;;3770000717587;La Rosée;Solaire;SOLAIRE SPF50+ Lait hle abricot bio 150ml;0.2;13.07;0.05;12;1
;;3667235000525;La Rosée;Visage;LA ROSÉE Gel nettoyant anti-imperfections Recharge/400ml;0.2;8.97;0.05;12;1
;;3667235000648;La Rosée;Visage;LA ROSÉE Baume démaquillant à l'huile de cerise BIO P/90ml rechargeable;0.2;11.27;0.05;12;1
;;3667235000655;La Rosée;Visage;LA ROSÉE Bme démaquillant Recharge 90ml;0.2;9.93;0.05;12;1
;;3667235000686;La Rosée;Visage;LA ROSEE GEL NETTOYANT ANTI- IMPERF Flacon verre vide 200ml;0.2;3.02;0;6;1
;;3770000717006;La Rosée;Visage;VISAGE Crème hydratante PS T/60ml;0.2;11.79;0.05;24;1
;;3770000717013;La Rosée;Visage;VISAGE Gel crème hydratante PN/Mx T/60ml;0.2;11.79;0.05;24;1
;;3770000717020;La Rosée;Visage;VISAGE Gelée gommante doux T/60ml;0.2;8.28;0.05;12;1
;;3770000717051;La Rosée;Visage;VISAGE Gelée micellaire démaquil Fl ppe/195ml;0.2;9.08;0.05;12;1
;;3770000717068;La Rosée;Visage;VISAGE Eau hydratante apaisante Spr/200ml;0.2;9.27;0.05;12;1
;;3770000717075;La Rosée;Visage;VISAGE Sérum repulpant Fl air/30ml;0.2;15.1;0.05;12;1
;;3770000717082;La Rosée;Visage;VISAGE Masque régénérant 3en1 Stick/75ml;0.2;10.9;0.05;12;1
;;3770000717211;La Rosée;Visage;VISAGE Baume contour yeux défatig St/25ml;0.2;12.93;0.05;12;1
;;3770000717242;La Rosée;Visage;VISAGE Masque stick nourrissant 50ml;0.2;11.74;0.05;12;1
;;3770000717310;La Rosée;Visage;VISAGE Sérum désaltérant AH Fl air/30ml;0.2;15.7;0.05;12;1
;;3770000717327;La Rosée;Visage;VISAGE Concentré bonne mine bio Fl air/30ml;0.2;16.6;0.05;12;1
;;3770000717815;La Rosée;Visage;VISAGE Sérum purifiant anti-imperfections au Zinc Fl airless/30ml;0.2;15.56;0.05;12;1
;;3770000717822;La Rosée;Visage;VISAGE Stick corr teint anti-imp rech 5,5g;0.2;6.73;0.05;12;1
;;3770000717839;La Rosée;Visage;VISAGE Recharge stick correcteur teinté anti-imperfections au Zinc 5,5g;0.2;5.49;0.05;12;1
;;9782958239305;La Tribu Happy Kids;Non renseigné;MA BOITE STOP TETINE;0.055;27.49;0.25;1;5
;;9782958239312;La Tribu Happy Kids;Non renseigné;Ma Boite Eveil Langage;0.055;33.18;0.25;1;5
;;9782958239374;La Tribu Happy Kids;Non renseigné;MA BOITE STOP POUCE;0.055;27.49;0.25;1;5
;;9782959079177;La Tribu Happy Kids;Non renseigné;MA BOITE STOP COUCHES;0.055;27.49;0.25;1;5
;3400930140673;;Labcatal;Non renseigné;OLIGOSOL Manganèse Cuivre Cobalt S buv en ampoule 28Amp/2ml;0.1;11.5;0.2;1;1
;3400930142653;;Labcatal;Non renseigné;OLIGOSOL Potassium S buv en ampoule 28Amp/2ml;0.1;11.5;0.25;1;1
;3400930145968;;Labcatal;Non renseigné;OLIGOSOL Phosphore S buv en ampoule 28Amp/2ml;0.1;11.5;0.25;1;1
3075079;3400930750797;;Labcatal;Non renseigné;OLIGOSOL Cuivre Or Argent Sol buv en flacon Fl/60ml;0.1;8.1;0.25;84;3
3754662;3400937546621;;Labcatal;Non renseigné;OLIGOSOL Lithium Sol buv en ampoule ou en récipient unidose 28Amp/2ml;0.1;11.5;0.25;48;1
3754685;3400937546850;;Labcatal;Non renseigné;OLIGOSOL Magnésium S buv en ampoule 28Amp/2ml;0.1;11.5;0.25;48;1
3754691;3400937546911;;Labcatal;Non renseigné;OLIGOSOL Manganèse Sol buv en ampoule 28Amp/2ml;0.1;11.5;0.25;1;1
