CIP7;CIP13;EAN13;Laboratoire;Gamme;Libellé;TVA;Prix A HT;Remise1;Colisage;QteMin
3041867;3400930418673;;CHEPLAPHARM  / ARVATO;Non renseigné;FUNGIZONE 10 % Susp buv Fl/40ml;0.021;4.23;0;64;1
3051558;3400930515587;;CHEPLAPHARM  / ARVATO;Non renseigné;HYDROCORTANCYL 2,5 % Susp inj Fl/5ml;0.021;7.23;0;0;1
3115755;3400931157557;;CHEPLAPHARM  / ARVATO;Non renseigné;EXACYL 1 g/10 ml S buv 5Amp/10ml;0.021;1.74;0;100;1
3115761;3400931157618;;CHEPLAPHARM  / ARVATO;Non renseigné;EXACYL 0,5 g/5 ml S inj IV 5Amp/5ml;0.021;6.48;0;64;1
3170524;3400931705246;;CHEPLAPHARM  / ARVATO;Non renseigné;RIVOTRIL 2,5 mg/ml S buv en gouttes Fl/20ml;0.021;1.21;0;100;1
3174284;3400931742845;;CHEPLAPHARM  / ARVATO;Non renseigné;LEXOMIL 6 mg Cpr quadriséc T/30;0.021;1.35;0;160;1
3181580;3400931815808;;CHEPLAPHARM  / ARVATO;Non renseigné;SOTALEX 80 mg Cpr séc Plq/30;0.021;2.01;0;96;1
3220771;3400932207718;;CHEPLAPHARM  / ARVATO;Non renseigné;SECTRAL 400 mg Cpr pell Plq/30;0.021;4.94;0;0;1
3222563;3400932225637;;CHEPLAPHARM  / ARVATO;Non renseigné;SOTALEX 160 mg Cpr séc Plq/30;0.021;3.66;0;0;1
3234075;3400932340750;;CHEPLAPHARM  / ARVATO;Non renseigné;URSOLVAN 200 mg Gél Plq/30;0.021;7.69;0;144;1
3241081;3400932410811;;CHEPLAPHARM  / ARVATO;Non renseigné;CORVASAL 2 mg Cpr séc Plq/30;0.021;3.19;0;0;1
3241106;3400932411061;;CHEPLAPHARM  / ARVATO;Non renseigné;CORVASAL 2 mg Cpr séc Plq/90;0.021;8.74;0;0;1
3285552;3400932855520;;CHEPLAPHARM  / ARVATO;Non renseigné;EXACYL 500 mg Cpr pell B/20;0.021;2.34;0;180;1
3303592;3400933035921;;CHEPLAPHARM  / ARVATO;Non renseigné;CORVASAL 4 mg Cpr Plq/30;0.021;5.25;0;0;1
3304605;3400933046057;;CHEPLAPHARM  / ARVATO;Non renseigné;SECTRAL 40 mg/ml S buv en flacon Fl/125ml;0.021;13.92;0;0;1
3328385;3400933283858;;CHEPLAPHARM  / ARVATO;Non renseigné;CORTANCYL 20 mg Cpr séc Plq/20;0.021;1.98;0;0;1
3404703;3400934047039;;CHEPLAPHARM  / ARVATO;Non renseigné;SECTRAL 200 mg Cpr pell 2Plq/15 (30);0.021;3.91;0;60;1
3442827;3400934428272;;CHEPLAPHARM  / ARVATO;Non renseigné;RIVOTRIL 1 mg/1 ml S diluer inj en ampoule 6Amp/1ml;0.021;3.12;0;0;1
3462422;3400934624223;;CHEPLAPHARM  / ARVATO;Non renseigné;FUNGIZONE 10 % Susp buv enfant nourrisson Fl/40ml+Ser oral/3ml;0.021;4.23;0;50;1
3478328;3400934783289;;CHEPLAPHARM  / ARVATO;Non renseigné;CORGARD 80 mg Cpr séc Plq/28;0.021;9.1;0;0;1
3493670;3400934936708;;CHEPLAPHARM  / ARVATO;Non renseigné;SOLUPRED 5 mg Cpr orodisp Plq/30;0.021;1.96;0;112;1
3493687;3400934936876;;CHEPLAPHARM  / ARVATO;Non renseigné;SOLUPRED 20 mg Cpr orodisp Plq/20;0.021;3.01;0;90;1
3601361;3400936013612;;CHEPLAPHARM  / ARVATO;Non renseigné;ROVALCYTE 450 mg Cpr pell Fl/60;0.021;531.4;0;0;1
3609316;3400936093164;;CHEPLAPHARM  / ARVATO;Non renseigné;EUPRESSYL LP 30 mg Gél LP Fl/30;0.021;2.93;0;120;1
3609322;3400936093225;;CHEPLAPHARM  / ARVATO;Non renseigné;EUPRESSYL LP 60 mg Gél LP Fl/30;0.021;5.77;0;120;1
3609339;3400936093393;;CHEPLAPHARM  / ARVATO;Non renseigné;MEDIATENSYL LP 30 mg Gél LP Fl/30;0.021;2.93;0;120;1
3609351;3400936093515;;CHEPLAPHARM  / ARVATO;Non renseigné;MEDIATENSYL LP 60 mg Gél LP Fl/30;0.021;5.77;0;120;1
3657456;3400936574564;;CHEPLAPHARM  / ARVATO;Non renseigné;XELODA 150 mg Cpr pell Plq/60;0.021;19.47;0;0;1
3657462;3400936574625;;CHEPLAPHARM  / ARVATO;Non renseigné;XELODA 500 mg Cpr pell Plq/120;0.021;129.78;0;0;1
3720858;3400937208581;;CHEPLAPHARM  / ARVATO;Non renseigné;SECTRAL 200 mg Cpr pell Plq/90;0.021;11.1;0;0;1
3722254;3400937222549;;CHEPLAPHARM  / ARVATO;Non renseigné;SECTRAL 400 mg Cpr pell Plq/90;0.021;14.82;0;0;1
4973969;3400949739691;;CHEPLAPHARM  / ARVATO;Non renseigné;XEROQUEL LP 50 mg Cpr LP Plq/30;0.021;17.26;0;0;1
4974029;3400949740291;;CHEPLAPHARM  / ARVATO;Non renseigné;XEROQUEL LP 300 mg Cpr LP Plq/30;0.021;32.56;0;0;1
4974041;3400949740413;;CHEPLAPHARM  / ARVATO;Non renseigné;XEROQUEL LP 400 mg Cpr LP Plq/30;0.021;48.34;0;0;1
4974058;3400949740581;;CHEPLAPHARM  / ARVATO;Non renseigné;XEROQUEL LP 400 mg Cpr LP Plq/60;0.021;96.69;0;0;1
3016763;3400930167632;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;CALCIPARINE 20 000 UI/0,8 ml S inj sous cutanée 2Amp/0,8ml+2Ser;0.021;6.63;0;0;1
3051268;3400930512685;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;HYDREA 500 mg Gél Plq/20;0.021;3.12;0;104;1
3093545;3400930935453;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;RYTHMODAN 100 mg Gél Plq/40;0.021;3.18;0;1;1
3133109;3400931331094;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;CALCIPARINE 12 500 UI/0,5 ml S inj sous cutanée 2Amp/0,5ml+2Ser;0.021;5.34;0;0;1
3150272;3400931502722;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;QUESTRAN 4 g Pdr or en sachet 50Sach;0.021;13.41;0;18;1
3217906;3400932179060;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;NUCTALON 2 mg Cpr B/20;0.021;1.46;0;0;1
3218946;3400932189465;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;LOCOID Lot Fl/30ml;0.021;2.17;0;120;1
3218969;3400932189694;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;LOCOID 0,1 % Cr T/30g;0.021;2.17;0;200;1
3219029;3400932190294;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;LOCOID Pom T/30g;0.021;2.17;0;0;1
3246026;3400932460267;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;RYTHMODAN 250 mg Cpr enr LP Plq/20;0.021;5.77;0;0;1
3254942;3400932549429;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;KERLONE 20 mg Cpr pell séc Plq/28;0.021;4.04;0;0;1
3260842;3400932608423;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;UN-ALFA 0,10 µg S buv en gouttes Fl/10ml;0.021;6.25;0;0;1
3273075;3400932730759;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;DITROPAN 5 mg Cpr séc Plq/60;0.021;2.48;0;100;1
3278517;3400932785179;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;LOCOID Cr épaisse T/30g;0.021;2.17;0;200;1
3293505;3400932935055;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;CELECTOL 200 mg Cpr pell Plq/28;0.021;4.89;0;0;1
3368491;3400933684914;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;LOCOID 0,1 % Emuls appl loc fluide Fl/30g;0.021;2.17;0;0;1
3405246;3400934052460;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;MOPRAL 10 mg Gél gastro-rés Fl/30;0.021;3.68;0;1;1
3423445;3400934234453;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;KREDEX 6,25 mg Cpr séc Plq/28;0.021;3.66;0;0;1
3423474;3400934234743;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;KREDEX 12,5 mg Cpr séc Plaq/28;0.021;3.66;0;0;1
3423770;3400934237706;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;ZYPREXA 5 mg Cpr enr 2Plq/14 (28);0.021;21.01;0;0;1
3426395;3400934263958;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;KREDEX 25 mg Cpr séc Plq/28;0.021;3.66;0;0;1
3476163;3400934761638;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;UN-ALFA 0,5 µg Caps molle B/30;0.021;6.73;0;0;1
3482548;3400934825484;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;GUTRON 2,5 mg Cpr Plq/30;0.021;6.48;0;1;1
3482554;3400934825545;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;GUTRON 2,5 mg Cpr Plq/90;0.021;19.42;0;0;1
3484145;3400934841453;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;UN-ALFA 0,25 µg Caps orale 2Plq/15 (30);0.021;4.13;0;0;1
3484151;3400934841514;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;UN-ALFA 1 µg Caps orale 2Plq/15 (30);0.021;9.35;0;108;1
3545421;3400935454218;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;ZYPREXA VELOTAB 5 mg Cpr orodisp Plq/28;0.021;21.01;0;0;1
3553716;3400935537164;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;ZYPREXA 7,5 mg Cpr enr 2Plq/14 (28);0.021;14.01;0;0;1
3555684;3400935556844;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;HYTACAND 16 mg/12,5 mg Cpr Plq/30;0.021;4.62;0;0;1
3695103;3400936951037;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;KENZEN 32 mg Cpr séc Plq/30;0.021;4.62;0;0;1
3714094;3400937140942;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;COKENZEN 8 mg/12,5 mg Cpr séc Plaq/30;0.021;4.62;0;0;1
3714119;3400937141192;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;COKENZEN 8 mg/12,5 mg Cpr séc Plaq/90;0.021;13.88;0;0;1
3714177;3400937141772;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;COKENZEN 16 mg/12,5 mg Cpr séc Plq/30;0.021;4.62;0;1;1
3714208;3400937142083;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;COKENZEN 16 mg/12,5 mg Cpr séc Plq/90;0.021;13.88;0;0;1
3714645;3400937146456;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;KERLONE 20 mg Cpr pell séc Plq/84;0.021;12.09;0;0;1
3715277;3400937152778;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;ATACAND 16 mg Cpr séc Plq/30;0.021;4.62;0;0;1
3715308;3400937153089;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;ATACAND 16 mg Cpr séc Plq/90;0.021;13.88;0;80;1
3715320;3400937153201;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;ATACAND 8 mg Cpr séc Plq/30;0.021;4.62;0;0;1
3715343;3400937153430;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;ATACAND 8 mg Cpr séc Plq/90;0.021;13.88;0;0;1
3720172;3400937201728;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;HYTACAND 8 mg/12,5 mg Cpr Plq/30;0.021;4.62;0;0;1
3720195;3400937201957;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;HYTACAND 8 mg/12,5 mg Cpr Plq/90;0.021;13.88;0;0;1
3720278;3400937202787;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;HYTACAND 16 mg/12,5 mg Cpr Plq/90;0.021;13.88;0;0;1
3720290;3400937202909;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;ATACAND 4 mg Cpr séc Plq/30;0.021;4.62;0;0;1
3720315;3400937203159;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;ATACAND 4 mg Cpr séc Plq/90;0.021;13.88;0;0;1
3720338;3400937203388;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;KENZEN 4 mg Cpr séc Plq/30;0.021;4.62;0;0;1
3720373;3400937203739;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;KENZEN 8 mg Cpr séc Plq/30;0.021;4.62;0;0;1
3720404;3400937204040;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;KENZEN 8 mg Cpr séc Plq/90;0.021;13.88;0;0;1
3720427;3400937204279;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;KENZEN 16 mg Cpr séc Plq/30;0.021;4.62;0;0;1
3720456;3400937204569;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;KENZEN 16 mg Cpr séc Plq/90;0.021;13.88;0;0;1
3723934;3400937239349;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;CELECTOL 200 mg Cpr pell Plq/84;0.021;14.68;0;0;1
4185901;3400941859014;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;MOPRAL 20 mg Gél gastro-rés Fl/30;0.021;3.68;0;96;1
4185953;3400941859533;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;ZOLTUM 20 mg Gél gastro-rés Fl/30;0.021;3.68;0;1;1
4973975;3400949739752;;CHEPLAPHARM / CSP MOVIANTO;Non renseigné;XEROQUEL LP 50 mg Cpr LP Plq/60;0.021;34.53;0;1;1
;3400930001196;;CHIESI;Non renseigné;ENVARSUS 0,75 mg Cpr LP Plq/30;0.021;32.34;0;1;1
;3400930001226;;CHIESI;Non renseigné;ENVARSUS 1 mg Cpr LP Plq/30;0.021;43.12;0;1;1
;3400930001264;;CHIESI;Non renseigné;ENVARSUS 4 mg Cpr LP Plq/30;0.021;172.46;0;1;1
;3400930039946;;CHIESI;Non renseigné;INNOVAIR NEXTHALER 200 µg/6 µg/dose Pdr inh Inhal/120doses;0.021;22.16;0;48;1
;3400930040027;;CHIESI;Non renseigné;FORMODUAL 200 µg/6 µg/dose S p inh en fl press Fl/120doses;0.021;23.26;0;1;1
;3400930040034;;CHIESI;Non renseigné;INNOVAIR 200/6 µg/dose S p inh en fl press Fl/120doses;0.021;23.26;0;50;1
;3400930081570;;CHIESI;Non renseigné;BECLOMETASONE CHIESI 800 µg/2 ml Susp inh par nébuliseur 4Sach/5unid;0.021;11.26;0;1;1
;3400930109250;;CHIESI;Non renseigné;TRIMBOW 87 µg/5 µg/9 µg S p inh en fl press Réc/120bouf;0.021;47.12;0;50;1
;3400930206232;;CHIESI;Non renseigné;INNOVAIR NEXTHALER 100 µg/6 µg/dose Pdr inh 3Inhal/120doses;0.021;66.47;0;1;1
;3400930209790;;CHIESI;Non renseigné;INNOVAIR NEXTHALER 200 µg/6 µg/dose Pdr inh 3Inhal/120doses;0.021;66.47;0;27;1
;3400930223017;;CHIESI;Non renseigné;TRIMBOW 172 µg/5 µg/9 µg S p inh en fl press 1Inhal/120doses;0.021;47.12;0;1;1
;3400930224687;;CHIESI;Non renseigné;TRIMBOW 88 µg/5 µg/9 µg Pdr inh en dispositif NEXThaler 1Inhal/120doses;0.021;45.39;0;48;1
;3400930224700;;CHIESI;Non renseigné;TRIMBOW 88 µg/5 µg/9 µg Pdr inh en dispositif NEXThaler 3Inhal/120doses;0.021;136.19;0;1;1
2663621;3400926636210;;CHIESI;Non renseigné;INNOVAIR NEXTHALER 100 µg/6 µg/dose Pdr inh Inhal/120doses;0.021;22.16;0;48;1
3360957;3400933609573;;CHIESI;Non renseigné;CYCLADOL 20 mg Cpr séc Plq/14;0.021;4.47;0;0;1
3377320;3400933773205;;CHIESI;Non renseigné;BECLOJET 250 µg/dose S p inh en fl press Fl/200doses;0.021;13.09;0;0;1
3695126;3400936951266;;CHIESI;Non renseigné;FORMOAIR 12 µg/dose S p inh en fl press Fl/100Doses;0.021;25.31;0;0;1
3696344;3400936963443;;CHIESI;Non renseigné;BECLOSPIN 400 µg/1 ml Susp p inh/nébulis 4Sach/5unid;0.021;7.81;0;0;1
3696350;3400936963504;;CHIESI;Non renseigné;BECLOSPIN 800 µg/2 ml Susp p inh/nébulis 4Sach/5unid;0.021;11.26;0;60;1
3707102;3400937071024;;CHIESI;Non renseigné;RINOCLENIL 100 µg/dose Susp pulv nas Fl/120 doses;0.021;4.7;0;128;1
3748242;3400937482424;;CHIESI;Non renseigné;IPERTEN 10 mg Cpr Plq/30;0.021;5.14;0;0;1
3748265;3400937482653;;CHIESI;Non renseigné;IPERTEN 10 mg Cpr Plq/90;0.021;15.42;0;0;1
3748271;3400937482714;;CHIESI;Non renseigné;IPERTEN 20 mg Cpr Plq/30;0.021;5.14;0;0;1
3748294;3400937482943;;CHIESI;Non renseigné;IPERTEN 20 mg Cpr Plq/90;0.021;15.42;0;0;1
3812112;3400938121124;;CHIESI;Non renseigné;FORMODUAL 100/6 µg/dose S p inh en fl press Fl/120doses;0.021;23.26;0;0;1
3814128;3400938141283;;CHIESI;Non renseigné;INNOVAIR 100/6 µg/dose S p inh en fl press Fl/120doses;0.021;23.26;0;50;1
3497567;3400934975677;;CHUGAI PHARMA FRANCE;Non renseigné;GRANOCYTE 13MUI/ml P/S sinp ser Fl+Ser;0.021;34.59;0;77;1
3497610;3400934976100;;CHUGAI PHARMA FRANCE;Non renseigné;GRANOCYTE 34MUI/ml P/S sinp ser Fl+Ser/1ml;0.021;69.17;0;70;1
3346839;3400933468392;;COOPER GROSSISTE;Nicotinell;NICOTINELL TTS 14 mg/24 h Disp transderm 28Sach;0.021;20.35;0;60;1
3346874;3400933468743;;COOPER GROSSISTE;Nicotinell;NICOTINELL TTS 21 mg/24 h Disp transderm 28Sach;0.021;20.35;0;1;1
;3400930119303;;COOPER GROSSISTE;Non renseigné;OPTICRON UNIDOSE Collyre récip unidose 30Unid/0,35ml;0.021;2.86;0;45;1
3030527;3400930305270;;COOPER GROSSISTE;Non renseigné;DIAMOX 250 mg Cpr séc Plq/24;0.021;3.18;0;240;1
3202980;3400932029808;;COOPER GROSSISTE;Non renseigné;OPTICRON 2 % Collyre Fl/5ml;0.021;2.04;0;1;1
3223462;3400932234622;;COOPER GROSSISTE;Non renseigné;MAGINJECTABLE 0,8 % S inj 10Amp/10ml;0.021;6.49;0;48;1
3314526;3400933145262;;COOPER GROSSISTE;Non renseigné;DAKIN COOPER STABILISE S appl loc en flacon Fl/250ml;0.021;2.22;0;24;1
3346785;3400933467852;;COOPER GROSSISTE;Non renseigné;NICOTINELL TTS 7 mg/24 h Disp transderm 28Sach;0.021;20.35;0;80;1
3368976;3400933689766;;COOPER GROSSISTE;Non renseigné;MIGPRIV Pdr sol buv en sachet 6Sach;0.021;5.53;0;0;1
3453593;3400934535932;;COOPER GROSSISTE;Non renseigné;CITRATE DE CAFEINE COOPER 25 mg/ml S inj/buv 10Amp/2ml;0.021;6.51;0;0;1
3476329;3400934763298;;COOPER GROSSISTE;Non renseigné;SCOPOLAMINE COOPER 0,5 mg/2 ml S inj 10Amp/2ml;0.021;6.36;0;0;1
3507343;3400935073433;;COOPER GROSSISTE;Non renseigné;BICARBONATE DE SODIUM COOPER 1,4 % S perf en flacon Fl verre/250ml;0.021;2.09;0;12;1
3507372;3400935073723;;COOPER GROSSISTE;Non renseigné;BICARBONATE DE SODIUM COOPER 1,4 % S perf en flacon Fl/500ml;0.021;2.45;0;12;1
3510948;3400935109484;;COOPER GROSSISTE;Non renseigné;CHLORURE DE SODIUM COOPER 0,9 % S inj Fl/250ml;0.021;1.64;0;12;1
3510954;3400935109545;;COOPER GROSSISTE;Non renseigné;CHLORURE DE SODIUM COOPER 0,9 % S inj Fl/1000ml;0.021;2.49;0;6;1
3510977;3400935109774;;COOPER GROSSISTE;Non renseigné;CHLORURE DE SODIUM COOPER 0,9 % S inj Fl/500ml;0.021;1.9;0;12;1
3631534;3400936315341;;COOPER GROSSISTE;Non renseigné;NICOTINELL 2 mg Gom à mâcher médic menthe fraîcheur sans sucre Plq/96;0.021;9.03;0;36;1
3631623;3400936316232;;COOPER GROSSISTE;Non renseigné;NICOTINELL 4 mg Gom à mâcher médic menthe fraicheur sans sucre Plq/96;0.021;9.03;0;36;1
3631712;3400936317123;;COOPER GROSSISTE;Non renseigné;NICOTINELL 2 mg Gom à mâcher médic sans sucre fruit Plq/96;0.021;9.03;0;36;1
3640906;3400936409064;;COOPER GROSSISTE;Non renseigné;NICOTINELL 1 mg Cpr à sucer menthe Plq/96;0.021;7.23;0;48;1
3686854;3400936868540;;COOPER GROSSISTE;Non renseigné;NICOTINELL 2 mg Cpr à sucer menthe Plq/96;0.021;7.23;0;48;1
3891991;3400938919912;;COOPER GROSSISTE;Non renseigné;NICOTINELL 1 mg Cpr à sucer menthe Plq/144;0.021;10.83;0;36;1
3892447;3400938924473;;COOPER GROSSISTE;Non renseigné;NICOTINELL 2 mg Cpr à sucer menthe Plq/144;0.021;10.83;0;36;1
;3400930195642;;CRINEX EURODEP;Non renseigné;UVEDOSE 50 000 UI S buv en ampoule Amp/2ml;0.021;0.95;0;200;1
;3400930234945;;CRINEX EURODEP;Non renseigné;UVECAPS 20 000 UI Caps molle Plq/4;0.021;1.78;0;1;1
;3400930234976;;CRINEX EURODEP;Non renseigné;UVEDOSE 50 000 UI Caps molle Plq/2;0.021;1.78;0;208;1
;3400930234983;;CRINEX EURODEP;Non renseigné;UVEDOSE 50 000 UI Caps molle Plq/4;0.021;3.44;0;208;1
;3400930280966;;CRINEX EURODEP;Non renseigné;UVEDOSE 50 000 UI S buv en ampoule 4Amp/2ml;0.021;3.44;0;1;1
3322218;3400933222185;;CRINEX EURODEP;Non renseigné;UVEDOSE 100 000 UI S buv Amp/2ml;0.021;1.03;0;200;1
3442307;3400934423079;;CRINEX EURODEP;Non renseigné;ADRIGYL 10 000 UI/ml S buv en gouttes Fl/10ml;0.021;1.32;0;100;1
3571849;3400935718495;;CRINEX EURODEP;Non renseigné;FLUOSTEROL 0,25 mg/800 UI/dose S buv Fl/22,5ml;0.021;2.11;0;0;1
;3400930046326;;CRISTERS / WELCOOP;Non renseigné;BRINZOLAMIDE CRISTERS 10 mg/ml Collyre susp Fl/5ml;0.021;3.31;0.025;1;1
;3400930246993;;CRISTERS / WELCOOP;Non renseigné;AMOXICILLINE CRISTERS 500 mg Gél Plqpvc/te/pvdc/al/12;0.021;0.98;0.1;96;1
;3400930268056;;CRISTERS / WELCOOP;Non renseigné;TRAMADOL CRISTERS LP 100 mg Cpr pell LP Plq/10;0.021;1.09;0.2;1;1
;3400930268070;;CRISTERS / WELCOOP;Non renseigné;TRAMADOL CRISTERS LP 200 mg Cpr pell LP Plq/10;0.021;1.98;0.2;1;1
2780545;3400927805455;;CRISTERS / WELCOOP;Non renseigné;LEVETIRACETAM CRISTERS 1000 mg Cpr pell séc Plq/60;0.021;14.23;0.2;0;1
3686305;3400936863057;;CRISTERS / WELCOOP;Non renseigné;GABAPENTINE ZYDUS 400 mg Gél Plq/90;0.021;13.06;0.3;0;1
3746088;3400937460880;;CRISTERS / WELCOOP;Non renseigné;SPIRAMYCINE CRISTERS 3 MUI Cpr pell Plq/16;0.021;7.09;0.1;0;1
3753094;3400937530941;;CRISTERS / WELCOOP;Non renseigné;PANTOPRAZOLE CRISTERS PHARMA 40 mg Cpr gastro-rés Plq/14;0.021;0.95;0.3;0;1
3914290;3400939142906;;CRISTERS / WELCOOP;Non renseigné;ACIDE ALENDRONIQUE CRISTERS 70 mg Cpr Plaque/12;0.021;16.54;0.2;0;1
3965324;3400939653242;;CRISTERS / WELCOOP;Non renseigné;GLIMEPIRIDE CRISTERS 4 mg Cpr Plq/30;0.021;3.51;0.1;0;1
3965407;3400939654072;;CRISTERS / WELCOOP;Non renseigné;GLIMEPIRIDE CRISTERS 3 mg Cpr Plq/90;0.021;10.53;0.1;0;1
3639702;3400936397026;;CSL BERHING SA;Non renseigné;RHOPHYLAC 200 µg/2 ml S inj en seringue préremplie Ser/2ml;0.021;50.64;0;0;1
3639719;3400936397194;;CSL BERHING SA;Non renseigné;RHOPHYLAC 300 µg/2 ml S inj en seringue préremplie Ser/2ml;0.021;71.66;0;0;1
3137231;3400931372318;;DELBERT;Non renseigné;PIPORTIL L4 25 mg/ml S inj en ampoule IM 3Amp/1ml;0.021;8.46;0;0;1
3140500;3400931405009;;DELBERT;Non renseigné;LEPTICUR 10 mg Cpr Plq/30;0.021;3.52;0;180;1
3175616;3400931756163;;DELBERT;Non renseigné;LEPTICUR 10 mg/2 ml S inj Amp/2ml;0.021;3.08;0;0;1
3225260;3400932252602;;DELBERT;Non renseigné;XYLLOMAC 1 g Pdre p sol inj/p perf IM IV Fl;0.021;1.77;0;0;1
3304025;3400933040253;;DELBERT;Non renseigné;LEVMENTIN 1 g/200 mg Pdre p sol inj/p perf IV Fl;0.021;2.73;0;1;1
3372736;3400933727369;;DELBERT;Non renseigné;TERALITHE LP 400 mg Cpr séc LP 1Plq/60;0.021;9.55;0;80;1
3487273;3400934872730;;DELBERT;Non renseigné;VERCYTE 25 mg Cpr 1Plq/30;0.021;35.97;0;0;1
;3400930302231;;DESMA;Non renseigné;TESTOSTERONE DESMA 250 mg/1 ml S inj Amp/1ml;0.021;4.29;0;1;1
3011116;3400930111161;;DESMA;Non renseigné;BEVITINE 100 mg/2 ml Sol inj en ampoule 5Amp/2ml;0.021;2.68;0;0;1
3099826;3400930998267;;DESMA;Non renseigné;STEROGYL 2 000 000 UI/100 ml S buv en gouttes Fl/20ml;0.021;1.53;0;0;1
3099832;3400930998328;;DESMA;Non renseigné;STEROGYL 15A 600 000 UI/1,5 ml S buv en ampoule Amp/1,5ml;0.021;1.11;0;0;1
3099855;3400930998557;;DESMA;Non renseigné;STEROGYL 15H 600 000 UI/1,5 ml S inj IM Amp/1,5ml;0.021;1.19;0;0;1
3149889;3400931498896;;DESMA;Non renseigné;AKINETON LP 4 mg Cpr enr LP 2Plq/15 (30);0.021;2.48;0;96;1
3178632;3400931786320;;DESMA;Non renseigné;DEDROGYL 15 mg/100 ml S buv en gouttes Fl/10ml;0.021;4.28;0;110;1
3225047;3400932250479;;DESMA;Non renseigné;LOPRESSOR 100 mg Cpr pell séc Plq/30;0.021;1.68;0;0;1
3230373;3400932303731;;DESMA;Non renseigné;LOPRESSOR LP 200 mg Cpr séc LP Plq/30;0.021;5.46;0;0;1
3272549;3400932725496;;DESMA;Non renseigné;BECILAN 250 mg/5 ml S inj 5Amp/5ml;0.021;4.44;0;0;1
3333357;3400933333577;;DESMA;Non renseigné;ICAZ LP 5 mg Gél LP Plq/30;0.021;12.81;0;75;1
3334078;3400933340780;;DESMA;Non renseigné;ICAZ LP 2,5 mg Gél LP Plq/30;0.021;9.71;0;0;1
3535606;3400935356062;;DESMA;Non renseigné;DERINOX S nas Fl/15ml av ppe doseuse;0.1;4.45;0;150;1
3639777;3400936397774;;DESMA;Non renseigné;MIZOLLEN 10 mg Cpr LM Plq/15;0.021;3.51;0;0;1
3639808;3400936398085;;DESMA;Non renseigné;MIZOLLEN 10 mg Cpr LM Plaq/30;0.021;6.97;0;0;1
3739355;3400937393553;;DESMA;Non renseigné;LOPRESSOR 100 mg Cpr pell séc Plq/90;0.021;4.56;0;0;1
3739361;3400937393614;;DESMA;Non renseigné;LOPRESSOR LP 200 mg Cpr séc LP Plq/90;0.021;15.55;0;0;1
3739378;3400937393782;;DESMA;Non renseigné;ICAZ LP 2,5 mg Gél LP Plq/90;0.021;27.68;0;0;1
